code,name,display
468A.T,グローバルＸ　米ドル建て投資適格社債　ＥＴＦ,グローバルＸ　米ドル建て投資適格社債　ＥＴＦ (468A.T)
4690.T,日本パレットプール,日本パレットプール (4690.T)
4691.T,ワシントンホテル,ワシントンホテル (4691.T)
4694.T,ビー・エム・エル,ビー・エム・エル (4694.T)
469A.T,フィットクルー,フィットクルー (469A.T)
4704.T,トレンドマイクロ,トレンドマイクロ (4704.T)
4705.T,クリップコーポレーション,クリップコーポレーション (4705.T)
4707.T,キタック,キタック (4707.T)
4709.T,ＩＤホールディングス,ＩＤホールディングス (4709.T)
470A.T,ローカル,ローカル (470A.T)
4712.T,ＫｅｙＨｏｌｄｅｒ,ＫｅｙＨｏｌｄｅｒ (4712.T)
4714.T,リソー教育グループ,リソー教育グループ (4714.T)
4716.T,日本オラクル,日本オラクル (4716.T)
4718.T,早稲田アカデミー,早稲田アカデミー (4718.T)
4719.T,アルファシステムズ,アルファシステムズ (4719.T)
471A.T,ＮＳグループ,ＮＳグループ (471A.T)
4720.T,城南進学研究社,城南進学研究社 (4720.T)
4722.T,フューチャー,フューチャー (4722.T)
4725.T,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,ＣＡＣ　Ｈｏｌｄｉｎｇｓ (4725.T)
4728.T,トーセ,トーセ (4728.T)
472A.T,ミラティブ,ミラティブ (472A.T)
4732.T,ユー・エス・エス,ユー・エス・エス (4732.T)
4733.T,オービックビジネスコンサルタント,オービックビジネスコンサルタント (4733.T)
4735.T,京進,京進 (4735.T)
4736.T,日本ラッド,日本ラッド (4736.T)
473A.T,ニッセイＥＴＦ　日経２２５インデックス,ニッセイＥＴＦ　日経２２５インデックス (473A.T)
4743.T,アイティフォー,アイティフォー (4743.T)
4746.T,東計電算,東計電算 (4746.T)
4750.T,ダイサン,ダイサン (4750.T)
4751.T,サイバーエージェント,サイバーエージェント (4751.T)
4752.T,昭和システムエンジニアリング,昭和システムエンジニアリング (4752.T)
4754.T,トスネット,トスネット (4754.T)
4755.T,楽天グループ,楽天グループ (4755.T)
475A.T,ギミック,ギミック (475A.T)
4760.T,アルファ,アルファ (4760.T)
4761.T,さくらケーシーエス,さくらケーシーエス (4761.T)
4762.T,エックスネット,エックスネット (4762.T)
4763.T,クリーク・アンド・リバー社,クリーク・アンド・リバー社 (4763.T)
4765.T,ＳＢＩグローバルアセットマネジメント,ＳＢＩグローバルアセットマネジメント (4765.T)
4766.T,ピーエイ,ピーエイ (4766.T)
4767.T,テー・オー・ダブリュー,テー・オー・ダブリュー (4767.T)
4768.T,大塚商会,大塚商会 (4768.T)
4769.T,ＩＣ,ＩＣ (4769.T)
476A.T,辻・本郷ＩＴコンサルティング,辻・本郷ＩＴコンサルティング (476A.T)
4771.T,エフアンドエム,エフアンドエム (4771.T)
4772.T,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ (4772.T)
4776.T,サイボウズ,サイボウズ (4776.T)
4777.T,ガーラ,ガーラ (4777.T)
477A.T,スタートライン,スタートライン (477A.T)
4783.T,ＮＣＤ,ＮＣＤ (4783.T)
4784.T,ＧＭＯインターネット,ＧＭＯインターネット (4784.T)
478A.T,フツパー,フツパー (478A.T)
4792.T,山田コンサルティンググループ,山田コンサルティンググループ (4792.T)
479A.T,ＰＲＯＮＩ,ＰＲＯＮＩ (479A.T)
4800.T,オリコン,オリコン (4800.T)
4801.T,セントラルスポーツ,セントラルスポーツ (4801.T)
4809.T,パラカ,パラカ (4809.T)
480A.T,リブ・コンサルティング,リブ・コンサルティング (480A.T)
4811.T,ドリーム・アーツ,ドリーム・アーツ (4811.T)
4812.T,電通総研,電通総研 (4812.T)
4813.T,ＡＣＣＥＳＳ,ＡＣＣＥＳＳ (4813.T)
4814.T,ネクストウェア,ネクストウェア (4814.T)
4816.T,東映アニメーション,東映アニメーション (4816.T)
4819.T,デジタルガレージ,デジタルガレージ (4819.T)
481A.T,ＪＳｅｃｕｒｉｔｙ,ＪＳｅｃｕｒｉｔｙ (481A.T)
4820.T,イーエムシステムズ,イーエムシステムズ (4820.T)
4825.T,ウェザーニューズ,ウェザーニューズ (4825.T)
4826.T,ＣＩＪ,ＣＩＪ (4826.T)
4828.T,ビジネスエンジニアリング,ビジネスエンジニアリング (4828.T)
4829.T,日本エンタープライズ,日本エンタープライズ (4829.T)
4832.T,ＪＦＥシステムズ,ＪＦＥシステムズ (4832.T)
4833.T,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ (4833.T)
4838.T,スペースシャワーＳＫＩＹＡＫＩホールディングス,スペースシャワーＳＫＩＹＡＫＩホールディングス (4838.T)
4839.T,ＷＯＷＯＷ,ＷＯＷＯＷ (4839.T)
483A.T,テラテクノロジー,テラテクノロジー (483A.T)
4840.T,トライアイズ,トライアイズ (4840.T)
4845.T,スカラ,スカラ (4845.T)
4847.T,インテリジェント　ウェイブ,インテリジェント　ウェイブ (4847.T)
4848.T,フルキャストホールディングス,フルキャストホールディングス (4848.T)
4849.T,エン,エン (4849.T)
484A.T,ニューズドテック,ニューズドテック (484A.T)
485A.T,パワーエックス,パワーエックス (485A.T)
486A.T,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジなし）連動型上場投信,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジなし）連動型上場投信 (486A.T)
4875.T,メディシノバ・インク,メディシノバ・インク (4875.T)
487A.T,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジなし）連動型上場投信,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジなし）連動型上場投信 (487A.T)
4880.T,セルソース,セルソース (4880.T)
4881.T,ファンペップ,ファンペップ (4881.T)
4882.T,ペルセウスプロテオミクス,ペルセウスプロテオミクス (4882.T)
4883.T,モダリス,モダリス (4883.T)
4884.T,クリングルファーマ,クリングルファーマ (4884.T)
4885.T,室町ケミカル,室町ケミカル (4885.T)
4886.T,あすか製薬ホールディングス,あすか製薬ホールディングス (4886.T)
4887.T,サワイグループホールディングス,サワイグループホールディングス (4887.T)
4888.T,ステラファーマ,ステラファーマ (4888.T)
4889.T,レナサイエンス,レナサイエンス (4889.T)
488A.T,ｉシェアーズ　円高フォーカス　ＥＴＦ,ｉシェアーズ　円高フォーカス　ＥＴＦ (488A.T)
4890.T,坪田ラボ,坪田ラボ (4890.T)
4891.T,ティムス,ティムス (4891.T)
4892.T,サイフューズ,サイフューズ (4892.T)
4893.T,ノイルイミューン・バイオテック,ノイルイミューン・バイオテック (4893.T)
4894.T,クオリプス,クオリプス (4894.T)
4896.T,ケイファーマ,ケイファーマ (4896.T)
489A.T,東証ＲＥＩＴ物流フォーカスＥＴＦ,東証ＲＥＩＴ物流フォーカスＥＴＦ (489A.T)
4901.T,富士フイルムホールディングス,富士フイルムホールディングス (4901.T)
4902.T,コニカミノルタ,コニカミノルタ (4902.T)
490A.T,センス・トラスト,センス・トラスト (490A.T)
4911.T,資生堂,資生堂 (4911.T)
4912.T,ライオン,ライオン (4912.T)
4914.T,高砂香料工業,高砂香料工業 (4914.T)
4917.T,マンダム,マンダム (4917.T)
4918.T,アイビー化粧品,アイビー化粧品 (4918.T)
4919.T,ミルボン,ミルボン (4919.T)
491A.T,ｉシェアーズ　Ｓ＆Ｐ　５００　除く金融　ＥＴＦ（為替ヘッジあり）,ｉシェアーズ　Ｓ＆Ｐ　５００　除く金融　ＥＴＦ（為替ヘッジあり） (491A.T)
4920.T,日本色材工業研究所,日本色材工業研究所 (4920.T)
4922.T,コーセーホールディングス,コーセーホールディングス (4922.T)
4923.T,コタ,コタ (4923.T)
4925.T,ハーバー研究所,ハーバー研究所 (4925.T)
4926.T,シーボン,シーボン (4926.T)
4927.T,ポーラ・オルビスホールディングス,ポーラ・オルビスホールディングス (4927.T)
4928.T,ノエビアホールディングス,ノエビアホールディングス (4928.T)
4929.T,アジュバンホールディングス,アジュバンホールディングス (4929.T)
492A.T,Ｏｎｅ　ＥＴＦ　日本国債　高クーポン（平均残存１０年未満）,Ｏｎｅ　ＥＴＦ　日本国債　高クーポン（平均残存１０年未満） (492A.T)
4931.T,新日本製薬,新日本製薬 (4931.T)
4932.T,アルマード,アルマード (4932.T)
4933.T,Ｉ－ｎｅ,Ｉ－ｎｅ (4933.T)
4934.T,プレミアアンチエイジング,プレミアアンチエイジング (4934.T)
4935.T,リベルタ,リベルタ (4935.T)
4936.T,アクシージア,アクシージア (4936.T)
4937.T,Ｗａｑｏｏ,Ｗａｑｏｏ (4937.T)
493A.T,Ｏｎｅ　ＥＴＦ　日本国債　１－３年,Ｏｎｅ　ＥＴＦ　日本国債　１－３年 (493A.T)
494A.T,Ｏｎｅ　ＥＴＦ　日本国債　３－７年,Ｏｎｅ　ＥＴＦ　日本国債　３－７年 (494A.T)
4951.T,エステー,エステー (4951.T)
4956.T,コニシ,コニシ (4956.T)
4957.T,ヤスハラケミカル,ヤスハラケミカル (4957.T)
4958.T,長谷川香料,長谷川香料 (4958.T)
495A.T,Ｏｎｅ　ＥＴＦ　日本国債　７－１０年,Ｏｎｅ　ＥＴＦ　日本国債　７－１０年 (495A.T)
4960.T,ケミプロ化成,ケミプロ化成 (4960.T)
4966.T,上村工業,上村工業 (4966.T)
4967.T,小林製薬,小林製薬 (4967.T)
4968.T,荒川化学工業,荒川化学工業 (4968.T)
496A.T,Ｏｎｅ　ＥＴＦ　日本国債　１７－２０年,Ｏｎｅ　ＥＴＦ　日本国債　１７－２０年 (496A.T)
4970.T,東洋合成工業,東洋合成工業 (4970.T)
4971.T,メック,メック (4971.T)
4972.T,綜研化学,綜研化学 (4972.T)
4973.T,日本高純度化学,日本高純度化学 (4973.T)
4974.T,タカラバイオ,タカラバイオ (4974.T)
4975.T,ＪＣＵ,ＪＣＵ (4975.T)
4976.T,東洋ドライルーブ,東洋ドライルーブ (4976.T)
4977.T,新田ゼラチン,新田ゼラチン (4977.T)
4978.T,リプロセル,リプロセル (4978.T)
4979.T,ＯＡＴアグリオ,ＯＡＴアグリオ (4979.T)
497A.T,インバウンド消費関連　日本株（ネットリターン）ＥＴＮ,インバウンド消費関連　日本株（ネットリターン）ＥＴＮ (497A.T)
4980.T,デクセリアルズ,デクセリアルズ (4980.T)
4985.T,アース製薬,アース製薬 (4985.T)
498A.T,防衛・航空宇宙　欧州株（ネットリターン）ＥＴＮ,防衛・航空宇宙　欧州株（ネットリターン）ＥＴＮ (498A.T)
4990.T,昭和化学工業,昭和化学工業 (4990.T)
4992.T,北興化学工業,北興化学工業 (4992.T)
4994.T,大成ラミックグループ,大成ラミックグループ (4994.T)
4996.T,クミアイ化学工業,クミアイ化学工業 (4996.T)
4997.T,日本農薬,日本農薬 (4997.T)
4998.T,フマキラー,フマキラー (4998.T)
499A.T,ラグジュアリー厳選１０　欧州株（ネットリターン）ＥＴＮ,ラグジュアリー厳選１０　欧州株（ネットリターン）ＥＴＮ (499A.T)
5010.T,日本精蝋,日本精蝋 (5010.T)
5011.T,ニチレキグループ,ニチレキグループ (5011.T)
5013.T,ユシロ,ユシロ (5013.T)
5015.T,ビーピー・カストロール,ビーピー・カストロール (5015.T)
5016.T,ＪＸ金属,ＪＸ金属 (5016.T)
5018.T,ＭＯＲＥＳＣＯ,ＭＯＲＥＳＣＯ (5018.T)
5019.T,出光興産,出光興産 (5019.T)
5020.T,ＥＮＥＯＳホールディングス,ＥＮＥＯＳホールディングス (5020.T)
5021.T,コスモエネルギーホールディングス,コスモエネルギーホールディングス (5021.T)
5022.T,レボインターナショナル,レボインターナショナル (5022.T)
5025.T,マーキュリー,マーキュリー (5025.T)
5026.T,トリプルアイズ,トリプルアイズ (5026.T)
5027.T,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ (5027.T)
5028.T,セカンドサイトアナリティカ,セカンドサイトアナリティカ (5028.T)
5029.T,サークレイス,サークレイス (5029.T)
502A.T,グローバルＸ　超短期円建て債券　ＥＴＦ,グローバルＸ　超短期円建て債券　ＥＴＦ (502A.T)
5031.T,モイ,モイ (5031.T)
5032.T,ＡＮＹＣＯＬＯＲ,ＡＮＹＣＯＬＯＲ (5032.T)
5033.T,ヌーラボ,ヌーラボ (5033.T)
5034.T,ｕｎｅｒｒｙ,ｕｎｅｒｒｙ (5034.T)
5035.T,ＨＯＵＳＥＩ,ＨＯＵＳＥＩ (5035.T)
5036.T,日本ビジネスシステムズ,日本ビジネスシステムズ (5036.T)
5037.T,フィットワークス,フィットワークス (5037.T)
5038.T,ｅＷｅＬＬ,ｅＷｅＬＬ (5038.T)
5071.T,ヴィス,ヴィス (5071.T)
5072.T,アートフォースジャパン,アートフォースジャパン (5072.T)
5074.T,テスホールディングス,テスホールディングス (5074.T)
5076.T,インフロニア・ホールディングス,インフロニア・ホールディングス (5076.T)
50765.T,インフロニア・ホールディングス第１回社債型種類株式,インフロニア・ホールディングス第１回社債型種類株式 (50765.T)
5077.T,ハンズ,ハンズ (5077.T)
5078.T,セレコーポレーション,セレコーポレーション (5078.T)
5079.T,ノバック,ノバック (5079.T)
5101.T,横浜ゴム,横浜ゴム (5101.T)
5103.T,昭和ホールディングス,昭和ホールディングス (5103.T)
5105.T,ＴＯＹＯ　ＴＩＲＥ,ＴＯＹＯ　ＴＩＲＥ (5105.T)
5108.T,ブリヂストン,ブリヂストン (5108.T)
5110.T,住友ゴム工業,住友ゴム工業 (5110.T)
5121.T,藤倉コンポジット,藤倉コンポジット (5121.T)
5122.T,オカモト,オカモト (5122.T)
5125.T,ファインズ,ファインズ (5125.T)
5126.T,ポーターズ,ポーターズ (5126.T)
5129.T,ＦＩＸＥＲ,ＦＩＸＥＲ (5129.T)
5130.T,ヒロホールディングス,ヒロホールディングス (5130.T)
5131.T,リンカーズ,リンカーズ (5131.T)
5132.T,ｐｌｕｓｚｅｒｏ,ｐｌｕｓｚｅｒｏ (5132.T)
5133.T,テリロジーホールディングス,テリロジーホールディングス (5133.T)
5134.T,ＰＯＰＥＲ,ＰＯＰＥＲ (5134.T)
5135.T,ＡＩＲ－Ｕ,ＡＩＲ－Ｕ (5135.T)
5136.T,ｔｒｉｐｌａ,ｔｒｉｐｌａ (5136.T)
5137.T,スマートドライブ,スマートドライブ (5137.T)
5138.T,Ｒｅｂａｓｅ,Ｒｅｂａｓｅ (5138.T)
5139.T,オープンワーク,オープンワーク (5139.T)
5142.T,アキレス,アキレス (5142.T)
5161.T,西川ゴム工業,西川ゴム工業 (5161.T)
5162.T,朝日ラバー,朝日ラバー (5162.T)
5184.T,ニチリン,ニチリン (5184.T)
5185.T,フコク,フコク (5185.T)
5186.T,ニッタ,ニッタ (5186.T)
5187.T,クリエートメディック,クリエートメディック (5187.T)
5189.T,櫻護謨,櫻護謨 (5189.T)
5192.T,三ツ星ベルト,三ツ星ベルト (5192.T)
5194.T,相模ゴム工業,相模ゴム工業 (5194.T)
5195.T,バンドー化学,バンドー化学 (5195.T)
5199.T,不二ラテックス,不二ラテックス (5199.T)
5201.T,ＡＧＣ,ＡＧＣ (5201.T)
5202.T,日本板硝子,日本板硝子 (5202.T)
5204.T,石塚硝子,石塚硝子 (5204.T)
5208.T,有沢製作所,有沢製作所 (5208.T)
5210.T,日本山村硝子,日本山村硝子 (5210.T)
5214.T,日本電気硝子,日本電気硝子 (5214.T)
5216.T,倉元製作所,倉元製作所 (5216.T)
5218.T,オハラ,オハラ (5218.T)
5232.T,住友大阪セメント,住友大阪セメント (5232.T)
5233.T,太平洋セメント,太平洋セメント (5233.T)
5237.T,ノザワ,ノザワ (5237.T)
5240.T,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ (5240.T)
5242.T,アイズ,アイズ (5242.T)
5243.T,ｎｏｔｅ,ｎｏｔｅ (5243.T)
5244.T,ｊｉｇ．ｊｐ,ｊｉｇ．ｊｐ (5244.T)
5246.T,ＥＬＥＭＥＮＴＳ,ＥＬＥＭＥＮＴＳ (5246.T)
5247.T,ＢＴＭ,ＢＴＭ (5247.T)
5248.T,テクノロジーズ,テクノロジーズ (5248.T)
5249.T,あさかわシステムズ,あさかわシステムズ (5249.T)
5250.T,プライム・ストラテジー,プライム・ストラテジー (5250.T)
5251.T,ウイズ・ワン,ウイズ・ワン (5251.T)
5252.T,日本ナレッジ,日本ナレッジ (5252.T)
5253.T,カバー,カバー (5253.T)
5254.T,Ａｒｅｎｔ,Ａｒｅｎｔ (5254.T)
